runtime,rating,votes,gross_earn,director_avg_earn,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
189.0,8.0,155209.0,70.41,52.423571428571435,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
127.0,7.1,152163.0,37.02,15.069999999999999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84.0,7.7,163086.0,5.92,117.43615384615383,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115.0,6.6,136157.0,52.8,36.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129.0,6.9,148832.0,39.57,38.975,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100.0,8.0,157953.0,2.11,17.044999999999998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
112.0,7.7,168451.0,75.51,56.37777777777777,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,7.2,180713.0,43.22,33.736666666666665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102.0,6.6,130865.0,36.9,73.62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106.0,8.0,157109.0,86.3,46.029999999999994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.0,7.3,166855.0,144.88,82.39,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.0,6.6,152804.0,38.12,28.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
94.0,6.8,220863.0,0.92,0.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
96.0,6.1,149759.0,13.63,28.43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,7.3,134169.0,12.57,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.0,7.5,164562.0,66.64,47.26777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
88.0,6.5,196697.0,90.46,90.46,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,6.8,237653.0,14.67,14.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
96.0,8.1,183803.0,28.0,2.7466666666666666,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153.0,8.3,173045.0,1.24,0.635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100.0,7.1,143041.0,6.53,6.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97.0,6.2,143813.0,15.03,6.386666666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84.0,5.5,147250.0,110.0,64.815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,7.1,138679.0,81.53,58.7425,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0,6.7,160213.0,35.1,25.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129.0,7.4,141210.0,33.58,14.736666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
79.0,7.0,139866.0,31.74,31.74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,5.9,150243.0,63.3,57.68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
124.0,7.1,143447.0,75.62,56.223749999999995,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0,6.1,145422.0,110.33,78.39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,5.4,128419.0,25.86,14.096666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106.0,7.0,130574.0,20.81,20.81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.0,6.5,161579.0,13.76,35.879999999999995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96.0,5.8,144415.0,126.29,45.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
152.0,7.7,147374.0,75.33,49.31285714285714,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96.0,7.2,156110.0,82.27,82.27,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
115.0,6.8,137181.0,35.05,96.36666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104.0,6.2,143496.0,78.05,113.08800000000001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,6.8,146429.0,74.49,71.512,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,7.1,145737.0,2.43,17.015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95.0,7.3,164045.0,17.84,18.804285714285715,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,4.3,166310.0,56.12,60.349999999999994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97.0,6.9,149959.0,80.25,82.15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
94.0,6.2,132425.0,32.42,32.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133.0,8.1,173824.0,25.01,22.675,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.0,6.0,134229.0,70.84,60.43,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128.0,6.9,130329.0,50.82,50.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125.0,8.3,180105.0,18.6,11.847142857142858,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109.0,5.1,131141.0,94.78,117.45545454545454,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,6.5,169560.0,83.59,101.60249999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
110.0,6.1,138301.0,113.72,64.570625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.0,5.3,142239.0,14.12,7.069999999999999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98.0,6.2,142169.0,80.57,44.275,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108.0,7.5,142040.0,63.49,63.49,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,5.8,140175.0,35.27,19.236666666666668,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104.0,5.1,126545.0,75.03,75.03,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,8.5,183315.0,0.02,2.274,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.0,6.5,162307.0,0.44,21.285,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117.0,7.1,152157.0,52.7,78.89428571428572,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,5.3,126257.0,40.69,48.546,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.0,6.2,136148.0,43.06,50.45666666666667,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111.0,6.2,148455.0,91.46,81.21249999999999,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0,7.1,143606.0,60.06,33.14,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.0,5.3,154127.0,133.67,84.20769230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.0,7.2,128698.0,65.02,50.326,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.0,8.0,148293.0,1.53,1.598888888888889,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.0,7.8,171248.0,102.27,60.4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140.0,7.3,142433.0,44.48,70.69285714285714,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.0,5.8,133727.0,31.17,59.58200000000001,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90.0,6.0,135565.0,88.1,79.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85.0,6.1,131410.0,86.91,121.71333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,6.4,154125.0,130.72,99.68375,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,6.6,132683.0,63.91,90.738,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.0,6.4,134089.0,82.39,48.4425,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.0,6.4,151249.0,50.02,60.782000000000004,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134.0,7.0,142586.0,12.1,38.82,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114.0,6.2,138604.0,65.19,126.90444444444445,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86.0,6.8,140038.0,154.53,73.60666666666667,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,8.2,174468.0,0.01,11.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113.0,6.3,153710.0,104.39,45.15625,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
124.0,8.0,184086.0,0.55,0.55,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.0,7.1,143098.0,6.35,6.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97.0,7.5,186359.0,71.32,39.279999999999994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,7.3,131383.0,36.91,73.78190476190477,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,7.0,152339.0,13.84,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106.0,7.0,151890.0,10.72,5.4350000000000005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98.0,6.4,128908.0,30.1,15.085,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91.0,6.1,161015.0,126.63,126.63,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,6.4,129600.0,25.12,25.12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109.0,7.3,151043.0,34.47,34.47,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.0,5.8,145629.0,72.59,36.335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
93.0,6.4,132364.0,36.32,36.8825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.0,7.3,160677.0,76.61,38.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
108.0,6.3,164809.0,30.67,30.874285714285715,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95.0,7.1,153476.0,6.85,4.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89.0,6.3,144147.0,25.59,26.686666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0,7.9,139298.0,4.74,55.78363636363636,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138.0,7.1,173463.0,16.38,18.804285714285715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,7.9,147110.0,20.61,34.440000000000005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131.0,7.7,137782.0,54.23,65.686,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0,5.3,142405.0,42.35,41.449,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
123.0,6.5,133244.0,36.66,54.14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131.0,6.4,130063.0,47.38,52.423571428571435,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,7.9,139889.0,45.7,14.241666666666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109.0,6.0,140617.0,83.91,60.220000000000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74.0,7.3,159181.0,85.0,82.39,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
108.0,6.3,148726.0,80.01,38.417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111.0,6.2,148234.0,38.18,39.91428571428571,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
80.0,6.3,145376.0,33.58,28.439999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
102.0,5.7,127803.0,35.35,24.635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134.0,6.2,139166.0,67.54,97.55799999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115.0,7.7,135033.0,5.08,16.954,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96.0,5.9,124724.0,56.68,29.80333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124.0,7.5,129351.0,40.57,189.62,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123.0,6.7,262198.0,47.37,35.696666666666665,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105.0,6.9,176150.0,201.15,58.916666666666664,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,8.1,158708.0,28.0,20.92571428571429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,8.1,171174.0,0.31,20.79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,5.9,125914.0,45.06,60.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137.0,7.2,166818.0,115.64,57.97,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138.0,7.1,141510.0,78.12,71.56,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91.0,6.4,146434.0,128.2,137.36999999999998,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,7.5,150644.0,90.4,44.18545454545455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0,7.0,156365.0,100.14,134.38666666666666,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137.0,6.5,128590.0,37.31,59.93259259259259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.0,5.8,141564.0,54.1,40.1725,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
117.0,5.5,138395.0,65.66,113.72999999999999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100.0,7.4,149774.0,139.88,139.88,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
88.0,8.2,167236.0,0.1,1.3059999999999998,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101.0,6.1,128989.0,38.35,81.21249999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
165.0,6.6,124722.0,49.55,61.974000000000004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106.0,5.8,132586.0,118.7,97.054,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110.0,7.5,131622.0,41.68,32.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.0,6.1,131839.0,78.03,39.538,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106.0,7.0,142336.0,9.19,56.94428571428572,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,6.4,122574.0,66.53,61.873333333333335,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0,5.5,138204.0,91.05,73.066,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95.0,6.6,131637.0,241.44,241.44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122.0,7.8,134476.0,26.83,47.26777777777777,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124.0,6.8,127895.0,71.07,50.799,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.0,5.8,131328.0,73.21,63.32285714285714,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
104.0,6.4,137308.0,31.58,15.825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107.0,6.2,136447.0,36.2,58.024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102.0,6.6,124481.0,32.7,60.782000000000004,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110.0,7.0,125568.0,47.54,83.54285714285713,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120.0,7.6,151737.0,3.19,5.803,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
185.0,8.1,166176.0,28.0,31.095,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86.0,6.9,125833.0,4.01,328.14,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.0,7.1,123497.0,33.6,59.93259259259259,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.0,7.5,153751.0,45.36,73.78190476190477,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.0,5.9,141036.0,128.0,124.248,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,6.2,186777.0,191.45,207.196,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.0,6.3,119433.0,51.86,97.55799999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,4.9,127838.0,100.83,80.07833333333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,7.4,130916.0,34.58,39.17,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,8.1,154265.0,9.6,8.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.0,7.3,138790.0,22.85,16.954,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,8.0,137944.0,28.0,49.175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114.0,7.3,133103.0,28.75,38.82,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,7.2,147899.0,51.6,51.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123.0,5.9,122508.0,34.6,58.093999999999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
100.0,5.8,118794.0,168.27,79.59,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,7.4,143596.0,20.16,83.96444444444445,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149.0,7.4,158986.0,108.77,54.14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,7.7,138807.0,17.11,8.799999999999999,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104.0,7.5,129235.0,33.42,36.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
145.0,5.6,122178.0,152.65,124.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101.0,7.7,122091.0,0.33,0.17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.0,8.0,165080.0,28.0,5.58,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104.0,7.4,155870.0,16.17,12.805,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94.0,7.0,122543.0,2.12,18.791818181818183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105.0,5.9,133726.0,73.65,41.77916666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117.0,8.3,156810.0,0.03,0.635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
105.0,6.2,131714.0,50.58,58.916666666666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121.0,6.7,128110.0,136.49,92.32947368421053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.0,7.0,133770.0,71.76,60.220000000000006,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109.0,5.7,144546.0,70.83,89.4525,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,6.7,130079.0,118.87,87.1875,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131.0,7.5,135238.0,21.49,21.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.0,7.1,134821.0,5.9,26.0425,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.0,5.6,142235.0,89.14,39.91428571428571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
118.0,5.9,121201.0,37.92,19.748181818181816,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.0,6.6,125868.0,155.46,135.72266666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
110.0,7.7,134648.0,22.0,32.43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121.0,7.3,140420.0,123.92,51.83642857142858,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.0,7.5,135201.0,56.11,56.11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,6.3,142029.0,127.12,58.7625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134.0,7.6,141522.0,3.8,9.241111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
96.0,6.8,123432.0,31.6,17.015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197.0,7.9,134408.0,30.0,31.095,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,7.8,140937.0,17.27,38.61,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0,6.4,117315.0,23.98,45.205,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105.0,7.8,144676.0,106.26,55.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,7.6,125231.0,92.0,81.06,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,8.3,156096.0,5.72,11.847142857142858,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111.0,5.7,133599.0,134.51,124.06666666666668,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.0,6.4,156393.0,184.3,96.56500000000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137.0,6.3,161293.0,30.93,9.241111111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162.0,6.9,119602.0,75.53,52.423571428571435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87.0,5.7,120012.0,29.14,28.906666666666666,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151.0,8.0,130204.0,53.27,41.8425,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.0,5.6,137270.0,86.21,60.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.0,7.2,122765.0,51.27,54.14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
110.0,6.6,127191.0,56.94,61.24666666666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,6.3,137866.0,110.23,63.86714285714286,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99.0,6.9,152876.0,113.5,116.38111111111112,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119.0,6.7,129658.0,75.07,58.2775,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110.0,5.5,127659.0,67.06,82.61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106.0,7.4,275622.0,364.0,189.76857142857145,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,7.1,126711.0,2.55,10.331999999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.0,7.1,143638.0,37.96,29.3675,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.0,7.4,159593.0,30.86,38.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101.0,7.9,133451.0,7.63,11.28,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111.0,7.3,120879.0,6.22,33.14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
